,Contracting Agency Name,Date Signed,Est. Ultimate Completion Date,Product or Service Description,Vendor Address State Name,National Interest Action,Action Obligation
55,ENVIRONMENTAL PROTECTION AGENCY,2017-09-24,2018-08-22,OPERATION OF OTHER WAREHOUSE BUILDINGS,VIRGINIA,HURRICANE HARVEY 2017,800000.0
56,ENVIRONMENTAL PROTECTION AGENCY,2018-02-02,2018-08-22,OPERATION OF OTHER WAREHOUSE BUILDINGS,VIRGINIA,HURRICANE HARVEY 2017,115000.0
59,ENVIRONMENTAL PROTECTION AGENCY,2017-10-06,2018-08-22,OPERATION OF OTHER WAREHOUSE BUILDINGS,VIRGINIA,HURRICANE HARVEY 2017,-600000.0
60,ENVIRONMENTAL PROTECTION AGENCY,2017-11-15,2018-08-22,OPERATION OF OTHER WAREHOUSE BUILDINGS,VIRGINIA,HURRICANE HARVEY 2017,150000.0
61,DEFENSE LOGISTICS AGENCY,2017-09-01,2017-09-05,COMPOSITE FOOD PACKAGES,TEXAS,HURRICANE HARVEY 2017,10800.0
62,DEFENSE LOGISTICS AGENCY,2017-09-01,2017-09-05,COMPOSITE FOOD PACKAGES,GEORGIA,HURRICANE HARVEY 2017,404352.0
63,DEFENSE LOGISTICS AGENCY,2017-09-02,2017-09-05,COMPOSITE FOOD PACKAGES,PENNSYLVANIA,HURRICANE HARVEY 2017,78886.08
64,DEFENSE LOGISTICS AGENCY,2017-09-02,2017-09-06,COMPOSITE FOOD PACKAGES,INDIANA,HURRICANE HARVEY 2017,1235000.0
65,DEFENSE LOGISTICS AGENCY,2017-08-30,2017-08-30,FIRE FIGHTING EQUIPMENT,ILLINOIS,HURRICANE HARVEY 2017,1100000.0
66,DEFENSE LOGISTICS AGENCY,2017-09-01,2017-09-05,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,51408.0
67,DEFENSE LOGISTICS AGENCY,2017-09-01,2017-09-05,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,711480.0
68,DEFENSE LOGISTICS AGENCY,2017-09-04,2017-09-05,COMPOSITE FOOD PACKAGES,TENNESSEE,HURRICANE HARVEY 2017,178329.6
69,DEFENSE LOGISTICS AGENCY,2017-09-01,2017-09-05,COMPOSITE FOOD PACKAGES,GEORGIA,HURRICANE HARVEY 2017,149760.0
70,DEFENSE LOGISTICS AGENCY,2017-09-01,2017-09-05,COMPOSITE FOOD PACKAGES,MISSISSIPPI,HURRICANE HARVEY 2017,197568.0
71,DEPT OF THE ARMY,2017-09-06,2017-09-08,HOUSEKEEPING- FOOD,OKLAHOMA,HURRICANE HARVEY 2017,6160.0
72,DEFENSE LOGISTICS AGENCY,2017-09-01,2017-09-03,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,227737.44
73,DEFENSE LOGISTICS AGENCY,2017-08-31,2017-08-30,FIRE FIGHTING EQUIPMENT,ILLINOIS,HURRICANE HARVEY 2017,-221702.0
75,DEFENSE LOGISTICS AGENCY,2017-09-04,2017-09-05,COMPOSITE FOOD PACKAGES,GEORGIA,HURRICANE HARVEY 2017,1613364.48
76,DEFENSE LOGISTICS AGENCY,2017-09-01,2017-09-04,COMPOSITE FOOD PACKAGES,GEORGIA,HURRICANE HARVEY 2017,597542.4
77,DEFENSE LOGISTICS AGENCY,2017-09-01,2017-08-30,FIRE FIGHTING EQUIPMENT,ILLINOIS,HURRICANE HARVEY 2017,810.0
78,ENVIRONMENTAL PROTECTION AGENCY,2017-09-06,2022-07-02,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,TEXAS,HURRICANE HARVEY 2017,500000.0
79,DEFENSE LOGISTICS AGENCY,2017-09-13,2017-09-13,COMPOSITE FOOD PACKAGES,GEORGIA,HURRICANE HARVEY 2017,-747302.4
80,DEFENSE LOGISTICS AGENCY,2017-10-26,2017-10-26,FIRE FIGHTING EQUIPMENT,ILLINOIS,HURRICANE HARVEY 2017,-122619.0
81,ENVIRONMENTAL PROTECTION AGENCY,2017-09-12,2022-07-02,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,TEXAS,HURRICANE HARVEY 2017,600000.0
82,ENVIRONMENTAL PROTECTION AGENCY,2017-09-22,2022-07-02,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,TEXAS,HURRICANE HARVEY 2017,175000.0
83,ENVIRONMENTAL PROTECTION AGENCY,2017-09-28,2022-07-02,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,TEXAS,HURRICANE HARVEY 2017,552000.0
84,ENVIRONMENTAL PROTECTION AGENCY,2017-09-28,2022-07-02,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,TEXAS,HURRICANE HARVEY 2017,200000.0
85,DEFENSE LOGISTICS AGENCY,2017-09-04,2017-09-06,COMPOSITE FOOD PACKAGES,TENNESSEE,HURRICANE HARVEY 2017,178329.6
86,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-07,COMPOSITE FOOD PACKAGES,INDIANA,HURRICANE HARVEY 2017,1235000.0
87,DEFENSE LOGISTICS AGENCY,2017-09-02,2017-09-06,COMPOSITE FOOD PACKAGES,PENNSYLVANIA,HURRICANE HARVEY 2017,78886.08
88,DEFENSE LOGISTICS AGENCY,2017-09-03,2017-09-06,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,142848.0
89,DEFENSE LOGISTICS AGENCY,2017-09-01,2017-09-05,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,376992.0
90,DEFENSE LOGISTICS AGENCY,2017-09-02,2017-09-05,COMPOSITE FOOD PACKAGES,TEXAS,HURRICANE HARVEY 2017,10800.0
91,DEFENSE LOGISTICS AGENCY,2017-09-01,2017-09-06,COMPOSITE FOOD PACKAGES,MISSISSIPPI,HURRICANE HARVEY 2017,197568.0
92,DEFENSE LOGISTICS AGENCY,2017-09-02,2017-09-05,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,711480.0
93,DEFENSE LOGISTICS AGENCY,2017-09-02,2017-09-05,COMPOSITE FOOD PACKAGES,GEORGIA,HURRICANE HARVEY 2017,2017716.48
94,DEFENSE LOGISTICS AGENCY,2017-09-01,2017-09-04,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,1670074.56
95,SOCIAL SECURITY ADMINISTRATION,2017-09-28,2018-03-13,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING,VIRGINIA,HURRICANE HARVEY 2017,9945.6
96,SOCIAL SECURITY ADMINISTRATION,2017-12-13,2018-03-13,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING,VIRGINIA,HURRICANE HARVEY 2017,-361732.06
97,DEFENSE LOGISTICS AGENCY,2017-09-02,2017-09-06,COMPOSITE FOOD PACKAGES,TEXAS,HURRICANE HARVEY 2017,10800.0
98,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-07,COMPOSITE FOOD PACKAGES,PENNSYLVANIA,HURRICANE HARVEY 2017,78886.08
99,DEFENSE LOGISTICS AGENCY,2017-09-02,2017-09-06,COMPOSITE FOOD PACKAGES,GEORGIA,HURRICANE HARVEY 2017,4993992.0
100,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-08,COMPOSITE FOOD PACKAGES,INDIANA,HURRICANE HARVEY 2017,1235000.0
101,DEFENSE LOGISTICS AGENCY,2017-09-01,2017-09-05,COMPOSITE FOOD PACKAGES,MISSISSIPPI,HURRICANE HARVEY 2017,197568.0
102,DEFENSE LOGISTICS AGENCY,2017-09-01,2017-09-05,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,51408.0
103,DEFENSE LOGISTICS AGENCY,2017-09-03,2017-09-06,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,142848.0
104,DEFENSE LOGISTICS AGENCY,2017-09-02,2017-09-06,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,711480.0
105,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-07,COMPOSITE FOOD PACKAGES,TENNESSEE,HURRICANE HARVEY 2017,178329.6
106,DEFENSE LOGISTICS AGENCY,2017-09-01,2017-09-04,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,227737.44
107,DEFENSE LOGISTICS AGENCY,2017-09-02,2017-09-06,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,385000.0
108,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-08,COMPOSITE FOOD PACKAGES,TENNESSEE,HURRICANE HARVEY 2017,178329.6
109,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-08,COMPOSITE FOOD PACKAGES,PENNSYLVANIA,HURRICANE HARVEY 2017,78886.08
110,DEFENSE LOGISTICS AGENCY,2017-09-02,2017-09-05,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,2047066.56
111,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-11,COMPOSITE FOOD PACKAGES,INDIANA,HURRICANE HARVEY 2017,1235000.0
112,DEFENSE LOGISTICS AGENCY,2017-09-04,2017-09-05,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,142848.0
113,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-07,COMPOSITE FOOD PACKAGES,TEXAS,HURRICANE HARVEY 2017,10800.0
114,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-07,COMPOSITE FOOD PACKAGES,MISSISSIPPI,HURRICANE HARVEY 2017,197568.0
115,ENVIRONMENTAL PROTECTION AGENCY,2017-09-18,2022-02-14,OTHER ENVIRONMENTAL SERVICES,LOUISIANA,HURRICANE HARVEY 2017,100000.0
116,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-07,COMPOSITE FOOD PACKAGES,GEORGIA,HURRICANE HARVEY 2017,4993992.0
117,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,INDIANA,HURRICANE HARVEY 2017,1235000.0
118,DEFENSE LOGISTICS AGENCY,2017-09-04,2017-09-05,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,142848.0
119,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-07,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,960960.0
120,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-08,COMPOSITE FOOD PACKAGES,MISSISSIPPI,HURRICANE HARVEY 2017,197568.0
121,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-11,COMPOSITE FOOD PACKAGES,TENNESSEE,HURRICANE HARVEY 2017,178329.6
122,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-08,COMPOSITE FOOD PACKAGES,GEORGIA,HURRICANE HARVEY 2017,4993992.0
123,DEFENSE LOGISTICS AGENCY,2017-09-02,2017-09-05,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,279145.44
124,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,PENNSYLVANIA,HURRICANE HARVEY 2017,78886.08
125,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-08,COMPOSITE FOOD PACKAGES,TEXAS,HURRICANE HARVEY 2017,10800.0
126,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-11,COMPOSITE FOOD PACKAGES,GEORGIA,HURRICANE HARVEY 2017,4993992.0
127,DEFENSE LOGISTICS AGENCY,2017-09-02,2017-09-06,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,2047066.56
128,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,MISSISSIPPI,HURRICANE HARVEY 2017,197568.0
129,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,TEXAS,HURRICANE HARVEY 2017,10800.0
130,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,PENNSYLVANIA,HURRICANE HARVEY 2017,78886.08
131,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,TENNESSEE,HURRICANE HARVEY 2017,178329.6
132,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-07,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,385000.0
133,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,INDIANA,HURRICANE HARVEY 2017,1235000.0
134,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-07,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,142848.0
135,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,GEORGIA,HURRICANE HARVEY 2017,4993992.0
136,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,TENNESSEE,HURRICANE HARVEY 2017,445824.0
137,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-08,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,192500.0
138,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,TEXAS,HURRICANE HARVEY 2017,10800.0
139,DEFENSE LOGISTICS AGENCY,2017-09-02,2017-09-06,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,279145.44
140,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,PENNSYLVANIA,HURRICANE HARVEY 2017,78886.08
141,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,MISSISSIPPI,HURRICANE HARVEY 2017,197568.0
142,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-07,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,142848.0
143,DEPT OF THE ARMY,2017-09-06,2017-09-08,HOUSEKEEPING- FOOD,OKLAHOMA,HURRICANE HARVEY 2017,5300.0
144,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,MISSISSIPPI,HURRICANE HARVEY 2017,197568.0
145,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-07,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,2047066.56
146,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,TEXAS,HURRICANE HARVEY 2017,10800.0
147,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,GEORGIA,HURRICANE HARVEY 2017,3900223.92
148,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-08,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,142848.0
149,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,385000.0
150,"EDUCATION, DEPARTMENT OF",2017-09-13,2018-08-31,SUPPORT- MANAGEMENT: FINANCIAL,DELAWARE,HURRICANE HARVEY 2017,10920.0
151,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-07,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,279145.44
152,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-06,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",VIRGINIA,HURRICANE HARVEY 2017,119855.0
153,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-08,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,142848.0
154,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-12,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,577500.0
155,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-06,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",VIRGINIA,HURRICANE HARVEY 2017,-119855.0
156,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,385000.0
157,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-08,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,2047066.56
158,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,142848.0
159,DEFENSE LOGISTICS AGENCY,2017-09-08,2017-09-09,FUEL OILS,VIRGINIA,HURRICANE HARVEY 2017,569025.0
160,DEFENSE LOGISTICS AGENCY,2017-09-08,2017-09-09,FUEL OILS,VIRGINIA,HURRICANE HARVEY 2017,-569025.0
161,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-08,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,279145.44
162,DEFENSE LOGISTICS AGENCY,2017-09-09,2017-09-09,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",VIRGINIA,HURRICANE HARVEY 2017,115405.0
163,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,142848.0
164,DEFENSE LOGISTICS AGENCY,2017-09-09,2017-09-09,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",VIRGINIA,HURRICANE HARVEY 2017,-115405.0
165,DEFENSE LOGISTICS AGENCY,2017-09-11,2017-09-11,FUEL OILS,VIRGINIA,HURRICANE HARVEY 2017,358112.0
166,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-11,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,2047066.56
167,DEFENSE LOGISTICS AGENCY,2017-09-13,2017-09-15,COMPOSITE FOOD PACKAGES,GEORGIA,HURRICANE HARVEY 2017,747302.4
168,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,142848.0
169,DEFENSE LOGISTICS AGENCY,2017-09-13,2017-09-12,FUEL OILS,VIRGINIA,HURRICANE HARVEY 2017,7598.49
170,DEFENSE LOGISTICS AGENCY,2017-09-13,2017-09-12,FUEL OILS,VIRGINIA,HURRICANE HARVEY 2017,-365710.49
171,DEFENSE LOGISTICS AGENCY,2017-09-06,2017-09-11,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,279145.44
172,DEFENSE LOGISTICS AGENCY,2017-09-11,2017-09-11,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",VIRGINIA,HURRICANE HARVEY 2017,161567.0
173,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,142848.0
174,DEFENSE LOGISTICS AGENCY,2017-09-13,2017-09-12,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",VIRGINIA,HURRICANE HARVEY 2017,656.55
175,DEFENSE LOGISTICS AGENCY,2017-09-13,2017-09-12,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",VIRGINIA,HURRICANE HARVEY 2017,-162223.55
176,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,13516.0
177,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,2047066.56
178,DEFENSE LOGISTICS AGENCY,2017-09-13,2017-09-15,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",VIRGINIA,HURRICANE HARVEY 2017,55070.0
179,DEFENSE LOGISTICS AGENCY,2017-09-13,2017-09-11,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,129331.2
180,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,13516.0
181,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,279145.44
182,DEFENSE LOGISTICS AGENCY,2017-09-13,2017-09-15,FUEL OILS,VIRGINIA,HURRICANE HARVEY 2017,326025.0
183,DEFENSE LOGISTICS AGENCY,2017-09-13,2017-09-15,FUEL OILS,VIRGINIA,HURRICANE HARVEY 2017,-119006.59
184,DEFENSE LOGISTICS AGENCY,2017-09-13,2017-09-11,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,129331.2
185,DEFENSE LOGISTICS AGENCY,2017-09-10,2017-09-12,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,142848.0
186,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,279145.44
187,DEFENSE LOGISTICS AGENCY,2017-09-08,2017-09-12,COMPOSITE FOOD PACKAGES,OHIO,HURRICANE HARVEY 2017,71424.0
188,DEFENSE LOGISTICS AGENCY,2017-09-07,2017-09-11,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,2047066.56
189,"EDUCATION, DEPARTMENT OF",2017-09-13,2018-08-31,SUPPORT- MANAGEMENT: FINANCIAL,WISCONSIN,HURRICANE HARVEY 2017,11697.0
190,"EDUCATION, DEPARTMENT OF",2017-09-13,2018-08-31,SUPPORT- MANAGEMENT: FINANCIAL,PENNSYLVANIA,HURRICANE HARVEY 2017,5760.0
191,DEFENSE LOGISTICS AGENCY,2017-09-10,2017-09-13,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,279145.44
192,DEFENSE LOGISTICS AGENCY,2017-09-13,2017-09-13,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,-279145.44
193,DEFENSE LOGISTICS AGENCY,2017-09-10,2017-09-14,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,2047066.56
194,DEFENSE LOGISTICS AGENCY,2017-09-13,2017-09-13,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,-2047066.56
195,DEFENSE LOGISTICS AGENCY,2017-09-10,2017-09-14,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,279145.44
196,DEFENSE LOGISTICS AGENCY,2017-09-13,2017-09-13,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,-279145.44
197,ENVIRONMENTAL PROTECTION AGENCY,2017-09-03,2021-05-28,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,MISSOURI,HURRICANE HARVEY 2017,500000.0
201,ENVIRONMENTAL PROTECTION AGENCY,2017-09-03,2021-05-28,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,MISSOURI,HURRICANE HARVEY 2017,-200000.0
203,ENVIRONMENTAL PROTECTION AGENCY,2017-09-05,2021-05-28,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,MISSOURI,HURRICANE HARVEY 2017,200000.0
207,ENVIRONMENTAL PROTECTION AGENCY,2017-09-15,2021-05-28,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,MISSOURI,HURRICANE HARVEY 2017,325000.0
209,DEFENSE LOGISTICS AGENCY,2017-09-11,2017-09-15,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,2047066.56
210,DEFENSE LOGISTICS AGENCY,2017-09-13,2017-09-13,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,-2047066.56
211,ENVIRONMENTAL PROTECTION AGENCY,2017-09-29,2018-01-31,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,MISSOURI,HURRICANE HARVEY 2017,10000.0
214,DEFENSE LOGISTICS AGENCY,2017-09-11,2017-09-15,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,279145.44
215,DEFENSE LOGISTICS AGENCY,2017-09-13,2017-09-13,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,-279145.44
216,SOCIAL SECURITY ADMINISTRATION,2017-09-28,2018-07-10,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING,VIRGINIA,HURRICANE HARVEY 2017,17760.0
217,SOCIAL SECURITY ADMINISTRATION,2017-10-25,2018-07-10,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING,VIRGINIA,HURRICANE HARVEY 2017,17760.0
218,DEFENSE LOGISTICS AGENCY,2017-09-12,2017-09-18,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,2047066.56
219,DEFENSE LOGISTICS AGENCY,2017-09-13,2017-09-13,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,-2047066.56
220,DEFENSE LOGISTICS AGENCY,2017-09-12,2017-09-18,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,279145.44
221,DEFENSE LOGISTICS AGENCY,2017-09-13,2017-09-13,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,-279145.44
222,DEFENSE LOGISTICS AGENCY,2017-09-14,2017-09-18,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,2047066.56
223,DEFENSE LOGISTICS AGENCY,2017-09-14,2017-09-18,COMPOSITE FOOD PACKAGES,FLORIDA,HURRICANE HARVEY 2017,279145.44
224,ENVIRONMENTAL PROTECTION AGENCY,2017-09-22,2021-05-28,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,MISSOURI,HURRICANE HARVEY 2017,300000.0
225,ENVIRONMENTAL PROTECTION AGENCY,2017-09-25,2021-05-28,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,MISSOURI,HURRICANE HARVEY 2017,-200000.0
226,ENVIRONMENTAL PROTECTION AGENCY,2017-09-29,2021-05-28,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,MISSOURI,HURRICANE HARVEY 2017,50000.0
229,ENVIRONMENTAL PROTECTION AGENCY,2017-08-29,2017-11-30,PHOTO/MAP/PRINT/PUBLICATION- AERIAL PHOTOGRAPHIC,TEXAS,HURRICANE HARVEY 2017,227361.02
230,ENVIRONMENTAL PROTECTION AGENCY,2017-09-22,2017-11-30,PHOTO/MAP/PRINT/PUBLICATION- AERIAL PHOTOGRAPHIC,TEXAS,HURRICANE HARVEY 2017,50989.94
231,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,2018-05-01,2019-08-28,REPAIR OR ALTERATION OF OFFICE BUILDINGS,MARYLAND,HURRICANE HARVEY 2017,366162.0
232,ENVIRONMENTAL PROTECTION AGENCY,2017-09-06,2018-02-28,"ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING",COLORADO,HURRICANE HARVEY 2017,396355.0
